"seqnames","start","end","width","strand","V4","V5","V6","V7","V8","V9","V10","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr16",13935440,13935764,325,"*",".",1000,".",106.90015,-1,5.02121,167,"Promoter (1-2kb)",16,13934022,13935387,1366,1,"2072","ENST00000573018.1",1418,"ENSG00000175595","ERCC4","ERCC excision repair 4, endonuclease catalytic subunit"
"chr2",239143879,239144209,331,"*",".",1000,".",106.89518,-1,5.02121,165,"Promoter (2-3kb)",2,239134325,239140973,6649,2,"9759","ENST00000445704.1",-2906,"ENSG00000068024","HDAC4","histone deacetylase 4"
"chr9",36190343,36190682,340,"*",".",1000,".",106.88201,-1,5.02121,166,"Promoter (<=1kb)",9,36190856,36212061,21206,1,"1211","ENST00000540080.5",-174,"ENSG00000122705","CLTA","clathrin light chain A"
"chr3",107660395,107660710,316,"*",".",1000,".",106.87842,-1,5.02121,174,"Promoter (1-2kb)",3,107662589,107716699,54111,1,"56987","ENST00000457496.5",-1879,"ENSG00000114439","BBX","BBX high mobility group box domain containing"
"chr1",66503902,66504196,295,"*",".",1000,".",106.87564,-1,5.02121,163,"Distal Intergenic",1,66533267,66748987,215721,1,"84251","ENST00000682707.1",-29071,"ENSG00000118473","SGIP1","SH3GL interacting endocytic adaptor 1"
"chr4",26410740,26411056,317,"*",".",1000,".",106.86385,-1,5.02121,147,"Intron (ENST00000512351.5/3516, intron 4 of 4)",4,26420570,26424994,4425,1,"3516","ENST00000506903.1",-9514,"ENSG00000168214","RBPJ","recombination signal binding protein for immunoglobulin kappa J region"
"chr19",47280269,47280541,273,"*",".",1000,".",106.863,-1,5.02121,128,"Distal Intergenic",19,47274885,47275723,839,1,"255783","ENST00000552360.4",5384,"ENSG00000257704","INAFM1","InaF motif containing 1"
"chr20",50749321,50749683,363,"*",".",1000,".",106.86225,-1,5.02121,147,"Exon (ENST00000371610.7/84612, exon 3 of 3)",20,50731665,50756795,25131,1,"84612","ENST00000396039.1",17656,"ENSG00000124171","PARD6B","par-6 family cell polarity regulator beta"
"chr1",228213473,228213799,327,"*",".",1000,".",106.81657,-1,5.02121,173,"Promoter (<=1kb)",1,228203503,228213601,10099,2,"574407","ENST00000657820.1",0,"ENSG00000162913","OBSCN-AS1","OBSCN antisense RNA 1"
"chr6",43171216,43171583,368,"*",".",1000,".",106.81195,-1,5.02121,197,"Promoter (<=1kb)",6,43171269,43181506,10238,1,"6722","ENST00000265354.6",0,"ENSG00000112658","SRF","serum response factor"
"chr22",41597287,41597633,347,"*",".",1000,".",106.79143,-1,5.02121,180,"Distal Intergenic",22,41600893,41602523,1631,2,"27351","ENST00000468151.1",4890,"ENSG00000100418","DESI1","desumoylating isopeptidase 1"
"chr18",5546726,5547023,298,"*",".",1000,".",106.78733,-1,5.02121,151,"Promoter (2-3kb)",18,5392381,5544310,151930,2,"23136","ENST00000342933.7",-2416,"ENSG00000082397","EPB41L3","erythrocyte membrane protein band 4.1 like 3"
"chr2",27016906,27017216,311,"*",".",1000,".",106.78006,-1,5.02121,142,"Promoter (2-3kb)",2,27014799,27026355,11557,1,"22924","ENST00000402218.1",2107,"ENSG00000084764","MAPRE3","microtubule associated protein RP/EB family member 3"
"chr18",77211895,77212188,294,"*",".",1000,".",106.7537,-1,5.02121,162,"Intron (ENST00000843890.1/ENST00000843890.1, intron 3 of 3)",18,77249848,77277900,28053,1,"2587","ENST00000299727.5",-37660,"ENSG00000166573","GALR1","galanin receptor 1"
"chr6",82270782,82271128,347,"*",".",1000,".",106.74651,-1,5.02121,175,"Promoter (<=1kb)",6,82271001,82272692,1692,1,"105377874","ENST00000847420.1",0,"ENSG00000310130","LOC105377874","uncharacterized LOC105377874"
"chr5",140073226,140073555,330,"*",".",1000,".",106.73914,-1,5.02121,168,"Intron (ENST00000663778.1/124900193, intron 4 of 4)",5,139846781,140043299,196519,2,"9542","ENST00000361474.6",-29927,"ENSG00000158458","NRG2","neuregulin 2"
"chr2",117785775,117786084,310,"*",".",1000,".",106.71977,-1,5.02121,138,"Intron (ENST00000656175.1/124907878, intron 1 of 2)",2,117754139,117803899,49761,2,"124907878","ENST00000656175.1",17815,"ENSG00000238207","LOC124907878","uncharacterized LOC124907878"
"chr17",72118618,72118968,351,"*",".",1000,".",106.71768,-1,5.02121,175,"Promoter (<=1kb)",17,72071057,72118432,47376,2,"400618","ENST00000653248.1",-186,"ENSG00000234899","SOX9-AS1","SOX9 antisense RNA 1"
"chr2",233354187,233354466,280,"*",".",1000,".",106.69963,-1,5.02121,128,"Promoter (<=1kb)",2,233354494,233472098,117605,1,"8527","ENST00000264057.7",-28,"ENSG00000077044","DGKD","diacylglycerol kinase delta"
"chr13",30335128,30335424,297,"*",".",1000,".",106.69382,-1,5.02121,171,"Intron (ENST00000843928.1/124903145, intron 2 of 2)",13,30316360,30319903,3544,2,"100507040","ENST00000412722.1",-15225,"ENSG00000236463","LINC00427","long intergenic non-protein coding RNA 427"
"chr3",178385411,178385747,337,"*",".",1000,".",106.68184,-1,5.02121,152,"Promoter (<=1kb)",3,178198556,178385417,186862,2,"105374235","ENST00000439810.6",0,"ENSG00000223930","LOC105374235","uncharacterized LOC105374235"
"chr13",32164716,32164986,271,"*",".",1000,".",106.66295,-1,5.02121,136,"Intron (ENST00000645780.1/10129, intron 18 of 61)",13,32254148,32262466,8319,1,"10129","ENST00000641614.1",-89162,"ENSG00000073910","FRY","FRY microtubule binding protein"
"chr20",41693251,41693601,351,"*",".",1000,".",106.65607,-1,5.02121,117,"Promoter (<=1kb)",20,41692535,41693566,1032,2,"124904905","ENST00000832675.1",0,NA,"LOC124904905","uncharacterized LOC124904905"
"chr19",3440125,3440456,332,"*",".",1000,".",106.65559,-1,5.02121,162,"Intron (ENST00000641145.1/4782, intron 6 of 10)",19,3435046,3463255,28210,1,"4782","ENST00000589537.1",5079,"ENSG00000141905","NFIC","nuclear factor I C"
"chr18",70490320,70490691,372,"*",".",1000,".",106.65502,-1,5.02121,178,"Exon (ENST00000798379.1/105376872, exon 2 of 2)",18,70470277,70558408,88132,1,"105376872","ENST00000798372.1",20043,NA,"LOC105376872","uncharacterized LOC105376872"
"chr1",3012478,3012868,391,"*",".",1000,".",106.63084,-1,5.02121,181,"Distal Intergenic",1,3021467,3022903,1437,1,"140625","ENST00000378404.4",-8599,"ENSG00000169717","ACTRT2","actin related protein T2"
"chr1",84724394,84724716,323,"*",".",1000,".",106.62087,-1,5.02121,144,"Distal Intergenic",1,84666119,84690803,24685,2,"117178","ENST00000422026.1",-33591,"ENSG00000117155","SSX2IP","SSX family member 2 interacting protein"
"chr6",32432029,32432314,286,"*",".",1000,".",106.61697,-1,5.02121,153,"Intron (ENST00000766247.1/ENST00000766247.1, intron 2 of 2)",6,32439878,32445046,5169,1,"3122","ENST00000374982.5",-7564,"ENSG00000204287","HLA-DRA","major histocompatibility complex, class II, DR alpha"
"chr20",3115519,3115865,347,"*",".",1000,".",106.6099,-1,5.02121,207,"Intron (ENST00000840179.1/100134015, intron 5 of 5)",20,3110637,3116723,6087,1,"100134015","ENST00000454019.1",4882,"ENSG00000235958","UBOX5-AS1","UBOX5 antisense RNA 1"
"chr17",2026023,2026352,330,"*",".",1000,".",106.59135,-1,5.02121,169,"Promoter (<=1kb)",17,1934677,2025334,90658,2,"146760","ENST00000331238.7",-689,"ENSG00000185924","RTN4RL1","reticulon 4 receptor like 1"
"chr13",25249223,25249489,267,"*",".",1000,".",106.59081,-1,5.02121,113,"3' UTR",13,25246222,25287488,41267,2,"9107","ENST00000381801.6",37999,"ENSG00000139505","MTMR6","myotubularin related protein 6"
"chr1",7856442,7856750,309,"*",".",1000,".",106.5894,-1,5.02121,165,"Promoter (2-3kb)",1,7843083,7853512,10430,2,"10911","ENST00000377516.6",-2930,"ENSG00000049247","UTS2","urotensin 2"
"chr3",130106064,130106311,248,"*",".",1000,".",106.58089,-1,5.02121,145,"Intron (ENST00000511726.1/644974, intron 2 of 2)",3,130099006,130111427,12422,2,"729375","ENST00000688071.1",5116,"ENSG00000291081","FAM86HP","family with sequence similarity 86, member A pseudogene"
"chr6",158605340,158605633,294,"*",".",1000,".",106.56727,-1,5.02121,123,"Promoter (2-3kb)",6,158608063,158633749,25687,1,"57583","ENST00000714121.1",-2430,"ENSG00000146433","TMEM181","transmembrane protein 181"
"chr22",20317604,20317891,288,"*",".",1000,".",106.56537,-1,5.02121,111,"Promoter (2-3kb)",22,20314283,20320009,5727,2,"85359","ENST00000405465.3",2118,"ENSG00000128185","DGCR6L","DiGeorge syndrome critical region gene 6 like"
"chr3",10322345,10322681,337,"*",".",1000,".",106.54773,-1,5.02121,170,"Promoter (1-2kb)",3,10314953,10321112,6160,2,"6396","ENST00000397101.5",-1233,"ENSG00000157020","SEC13","SEC13 homolog, nuclear pore and COPII component"
"chr7",73979149,73979467,319,"*",".",1000,".",106.54406,-1,5.02121,146,"Intron (ENST00000728270.1/ENST00000728270.1, intron 1 of 1)",7,74027789,74068763,40975,1,"2006","ENST00000445912.5",-48322,"ENSG00000049540","ELN","elastin"
"chr13",101144842,101145180,339,"*",".",1000,".",106.53386,-1,5.02121,158,"3' UTR",13,101116444,101176330,59887,2,"259232","ENST00000467264.2",31150,"ENSG00000102452","NALCN","sodium leak channel, non-selective"
"chr2",237774761,237775088,328,"*",".",1000,".",106.51987,-1,5.02121,184,"Promoter (2-3kb)",2,237771982,237780309,8328,1,"9208","ENST00000474195.1",2779,"ENSG00000124831","LRRFIP1","LRR binding FLII interacting protein 1"
"chr13",99201397,99201703,307,"*",".",1000,".",106.51976,-1,5.02121,161,"Promoter (<=1kb)",13,99197554,99201558,4005,2,"100289373","ENST00000834290.1",0,"ENSG00000228889","UBAC2-AS1","UBAC2 antisense RNA 1"
"chr17",2053552,2053900,349,"*",".",1000,".",106.50604,-1,5.02121,184,"Promoter (<=1kb)",17,2054154,2056719,2566,1,"3090","ENST00000574370.1",-254,"ENSG00000177374","HIC1","HIC ZBTB transcriptional repressor 1"
"chr1",20100955,20101238,284,"*",".",1000,".",106.49896,-1,5.02121,113,"Distal Intergenic",1,20111939,20119536,7598,2,"26279","ENST00000375105.8",18298,"ENSG00000117215","PLA2G2D","phospholipase A2 group IID"
"chr2",73680183,73680521,339,"*",".",1000,".",106.48562,-1,5.02121,171,"Intron (ENST00000755937.1/ENST00000755937.1, intron 1 of 1)",2,73673923,73721344,47422,1,"200420","ENST00000755939.1",6260,"ENSG00000290727","ALMS1P1","ALMS1 pseudogene 1"
"chr4",127538835,127539130,296,"*",".",1000,".",106.48362,-1,5.02121,148,"Intron (ENST00000662020.1/105377412, intron 5 of 5)",4,127401726,127470632,68907,2,"102724210","ENST00000828147.1",-68203,NA,"LOC102724210","uncharacterized LOC102724210"
"chr17",77501062,77501402,341,"*",".",1000,".",106.47404,-1,5.02121,183,"Distal Intergenic",17,77497075,77498824,1750,1,"10801","ENST00000589246.1",3987,"ENSG00000184640","SEPTIN9","septin 9"
"chr13",50085002,50085369,368,"*",".",1000,".",106.47286,-1,5.02121,166,"Promoter (2-3kb)",13,50082302,50105297,22996,1,"10301","ENST00000659280.2",2700,"ENSG00000176124","DLEU1","deleted in lymphocytic leukemia 1"
"chr6",37059245,37059574,330,"*",".",1000,".",106.46592,-1,5.02121,150,"Intron (ENST00000739933.1/ENST00000739933.1, intron 2 of 2)",6,37021542,37029069,7528,1,"221472","ENST00000487920.1",37703,"ENSG00000146192","FGD2","FYVE, RhoGEF and PH domain containing 2"
"chr1",206798095,206798412,318,"*",".",1000,".",106.46448,-1,5.02121,184,"Intron (ENST00000662320.1/29949, intron 1 of 2)",1,206768110,206774541,6432,2,"3586","ENST00000664374.2",-23554,"ENSG00000136634","IL10","interleukin 10"
"chr17",44098193,44098498,306,"*",".",1000,".",106.45367,-1,5.02121,152,"Intron (ENST00000225983.10/10014, intron 3 of 26)",17,44091293,44093505,2213,2,"10014","ENST00000587776.1",-4688,"ENSG00000108840","HDAC5","histone deacetylase 5"
"chr7",149195345,149195668,324,"*",".",1000,".",106.42726,-1,5.02121,158,"Promoter (<=1kb)",7,149195546,149226238,30693,1,"8427","ENST00000610704.5",0,"ENSG00000170265","ZNF282","zinc finger protein 282"
"chr15",89888269,89888609,341,"*",".",1000,".",106.40838,-1,5.02121,153,"Promoter (<=1kb)",15,89835600,89888653,53054,2,"10239","ENST00000559162.5",44,"ENSG00000157823","AP3S2","adaptor related protein complex 3 subunit sigma 2"
"chrX",119512534,119512858,325,"*",".",1000,".",106.39975,-1,5.02121,148,"Intron (ENST00000696533.1/7319, intron 1 of 7)",23,119539570,119542767,3198,2,"63932","ENST00000469448.1",29909,"ENSG00000018610","STEEP1","STING1 ER exit protein 1"
"chr4",14872118,14872481,364,"*",".",1000,".",106.38235,-1,5.02121,175,"Intron (ENST00000505089.6/201853, intron 1 of 6)",4,14474085,14888167,414083,2,"201853","ENST00000509654.5",15686,"ENSG00000248360","LINC00504","long intergenic non-protein coding RNA 504"
"chr9",125631384,125631676,293,"*",".",1000,".",106.38151,-1,5.02121,140,"Intron (ENST00000373511.6/79109, intron 4 of 10)",9,125444501,125650417,205917,2,"79109","ENST00000420643.5",18741,"ENSG00000119487","MAPKAP1","MAPK associated protein 1"
"chr11",64252198,64252492,295,"*",".",1000,".",106.36785,-1,5.02121,130,"Promoter (<=1kb)",11,64251575,64267923,16349,1,"5331","ENST00000325234.5",623,"ENSG00000149782","PLCB3","phospholipase C beta 3"
"chr11",72924584,72924927,344,"*",".",1000,".",106.35076,-1,5.02121,173,"Intron (ENST00000311172.11/9873, intron 7 of 18)",11,72843228,72887575,44348,2,"9873","ENST00000432043.2",-37009,"ENSG00000137478","FCHSD2","FCH and double SH3 domains 2"
"chr2",29316982,29317291,310,"*",".",1000,".",106.35074,-1,5.02121,155,"Promoter (1-2kb)",2,29286410,29319211,32802,2,"238","ENST00000498037.1",1920,"ENSG00000171094","ALK","ALK receptor tyrosine kinase"
"chr4",118270480,118270822,343,"*",".",1000,".",106.35049,-1,5.02121,157,"Distal Intergenic",4,118087999,118265846,177848,2,"107986307","ENST00000747715.1",-4634,NA,"LOC107986307","uncharacterized LOC107986307"
"chr8",130681907,130682173,267,"*",".",1000,".",106.34372,-1,5.02121,151,"Distal Intergenic",8,130850108,130907098,56991,1,"105375762","ENST00000789998.1",-167935,NA,"LOC105375762","uncharacterized LOC105375762"
"chr19",680241,680576,336,"*",".",1000,".",106.33773,-1,5.02121,188,"Promoter (<=1kb)",19,680707,683392,2686,1,"10272","ENST00000592947.5",-131,"ENSG00000070404","FSTL3","follistatin like 3"
"chr2",203225497,203225765,269,"*",".",1000,".",106.32565,-1,5.02121,123,"Intron (ENST00000434469.1/65065, intron 5 of 5)",2,203238977,203297242,58266,1,"57404","ENST00000449301.5",-13212,"ENSG00000119004","CYP20A1","cytochrome P450 family 20 subfamily A member 1"
"chr18",59697320,59697608,289,"*",".",1000,".",106.27994,-1,5.02121,133,"Promoter (<=1kb)",18,59430939,59697423,266485,2,"147372","ENST00000439986.9",0,"ENSG00000183287","CCBE1","collagen and calcium binding EGF domains 1"
"chr4",74376904,74377208,305,"*",".",1000,".",106.27353,-1,5.02121,145,"Intron (ENST00000244869.3/2069, intron 1 of 4)",4,74382423,74384952,2530,1,"2069","ENST00000503689.1",-5215,"ENSG00000124882","EREG","epiregulin"
"chr2",54657616,54657920,305,"*",".",1000,".",106.2658,-1,5.02121,131,"Exon (ENST00000356805.9/6711, exon 30 of 36)",2,54662901,54669674,6774,1,"6711","ENST00000467371.1",-4981,"ENSG00000115306","SPTBN1","spectrin beta, non-erythrocytic 1"
"chr17",3935059,3935384,326,"*",".",1000,".",106.25971,-1,5.02121,180,"Promoter (<=1kb)",17,3934936,3936352,1417,2,"489","ENST00000572176.1",968,"ENSG00000074370","ATP2A3","ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3"
"chr17",32461723,32462122,400,"*",".",1000,".",106.24832,-1,5.02121,157,"Intron (ENST00000578213.5/5717, intron 3 of 4)",17,32469072,32479282,10211,1,"5717","ENST00000584340.1",-6950,"ENSG00000108671","PSMD11","proteasome 26S subunit, non-ATPase 11"
"chr7",44200873,44201171,299,"*",".",1000,".",106.2351,-1,5.02121,180,"Promoter (<=1kb)",7,44200959,44213876,12918,1,"10652","ENST00000679020.1",0,"ENSG00000106636","YKT6","YKT6 vesicular SNARE protein"
"chr17",78745391,78745711,321,"*",".",1000,".",106.23291,-1,5.02121,174,"Intron (ENST00000591455.5/9267, intron 1 of 12)",17,78708912,78736967,28056,2,"9267","ENST00000591095.1",-8424,"ENSG00000108669","CYTH1","cytohesin 1"
"chr10",71270366,71270699,334,"*",".",1000,".",106.21145,-1,5.02121,156,"Intron (ENST00000335350.10/219699, intron 1 of 16)",10,71246418,71251602,5185,1,"112268061","ENST00000826306.1",23948,NA,"LOC112268061","uncharacterized LOC112268061"
"chr16",15072307,15072442,136,"*",".",1000,".",106.20176,-1,5.02121,84,"Intron (ENST00000535621.6/23042, intron 16 of 16)",16,15074677,15083750,9074,2,"54700","ENST00000561685.1",11308,"ENSG00000085721","RRN3","RNA polymerase I transcription factor RRN3"
"chr11",46006481,46006780,300,"*",".",1000,".",106.20159,-1,5.02121,162,"Intron (ENST00000676320.1/51317, intron 6 of 18)",11,45971278,46027078,55801,2,"51317","ENST00000525679.1",20298,"ENSG00000135365","PHF21A","PHD finger protein 21A"
"chr12",69738552,69738833,282,"*",".",1000,".",106.18967,-1,5.02121,129,"Promoter (<=1kb)",12,69713633,69738577,24945,2,"101928002","ENST00000501387.7",0,"ENSG00000247131","LOC101928002","uncharacterized LOC101928002"
"chr11",3581196,3581513,318,"*",".",1000,".",106.18069,-1,5.02121,170,"Promoter (<=1kb)",11,3464922,3581248,116327,2,"101927708","ENST00000717871.1",0,"ENSG00000255367","LOC101927708","uncharacterized LOC101927708"
"chr15",65385511,65386206,696,"*",".",1000,".",106.17753,-1,5.02121,478,"Promoter (<=1kb)",15,65381487,65385770,4284,2,"57722","ENST00000558048.5",0,"ENSG00000103742","IGDCC4","immunoglobulin superfamily DCC subclass member 4"
"chr11",12888810,12889152,343,"*",".",1000,".",106.16403,-1,5.02121,169,"Intron (ENST00000527636.7/7003, intron 9 of 12)",11,12879443,12944483,65041,1,"7003","ENST00000526600.1",9367,"ENSG00000187079","TEAD1","TEA domain transcription factor 1"
"chr20",33005138,33005444,307,"*",".",1000,".",106.13215,-1,5.02121,156,"Promoter (<=1kb)",20,32983775,33004433,20659,2,"140732","ENST00000356173.8",-705,"ENSG00000167098","SUN5","Sad1 and UNC84 domain containing 5"
"chrX",43557854,43558193,340,"*",".",1000,".",106.12762,-1,5.02121,174,"Distal Intergenic",23,43654907,43746817,91911,1,"4128","ENST00000542639.6",-96714,"ENSG00000189221","MAOA","monoamine oxidase A"
"chr3",38131628,38131919,292,"*",".",1000,".",106.10781,-1,5.02121,139,"Promoter (<=1kb)",3,38122833,38131946,9114,2,"30","ENST00000452171.5",27,"ENSG00000060971","ACAA1","acetyl-CoA acyltransferase 1"
"chr19",2051214,2051517,304,"*",".",1000,".",106.10684,-1,5.02121,156,"Promoter (<=1kb)",19,2037465,2051224,13760,2,"2872","ENST00000309340.11",0,"ENSG00000099875","MKNK2","MAPK interacting serine/threonine kinase 2"
"chr3",17645118,17645434,317,"*",".",1000,".",106.1034,-1,5.02121,159,"Intron (ENST00000253692.11/9779, intron 1 of 21)",3,17406472,17623916,217445,2,"9779","ENST00000434420.1",-21202,"ENSG00000131374","TBC1D5","TBC1 domain family member 5"
"chr11",82701897,82702200,304,"*",".",1000,".",106.09319,-1,5.02121,158,"Intron (ENST00000532217.1/101928989, intron 2 of 4)",11,82100193,82718082,617890,2,"101928989","ENST00000532217.1",15882,"ENSG00000245832","MIR4300HG","MIR4300 host gene"
"chr11",22875886,22876185,300,"*",".",1000,".",106.07237,-1,5.02121,165,"Intron (ENST00000525963.5/105376592, intron 3 of 3)",11,22846922,22860474,13553,2,"100500938","ENST00000532798.3",-15412,"ENSG00000255359","CCDC179","coiled-coil domain containing 179"
"chr14",67600035,67600400,366,"*",".",1000,".",106.06825,-1,5.02121,193,"Promoter (<=1kb)",14,67581955,67600169,18215,2,"5283","ENST00000561272.5",0,"ENSG00000100564","PIGH","phosphatidylinositol glycan anchor biosynthesis class H"
"chr1",95084613,95084954,342,"*",".",1000,".",106.04994,-1,5.02121,155,"Exon (ENST00000828079.1/ENST00000828079.1, exon 2 of 2)",1,94974405,95072951,98547,2,"199857","ENST00000370205.6",-11662,"ENSG00000172339","ALG14","ALG14 UDP-N-acetylglucosaminyltransferase subunit"
"chr10",102753208,102753492,285,"*",".",1000,".",106.02607,-1,5.02121,115,"Intron (ENST00000448841.7/54838, intron 1 of 3)",10,102743982,102833848,89867,1,"54838","ENST00000647664.1",9226,"ENSG00000166272","WBP1L","WW domain binding protein 1 like"
"chrX",7927685,7927962,278,"*",".",1000,".",106.01188,-1,5.02121,131,"Promoter (<=1kb)",23,7898763,7927739,28977,2,"8228","ENST00000444736.5",0,"ENSG00000006757","PNPLA4","patatin like domain 4, phospholipase and triacylglycerol lipase"
"chr1",185681111,185681416,306,"*",".",1000,".",106.01147,-1,5.02121,137,"Downstream (<=300bp)",1,185655002,185657168,2167,1,"105371653","ENST00000569292.1",26109,"ENSG00000261729","GS1-204I12.4","uncharacterized GS1-204I12.4"
"chr17",39668454,39668816,363,"*",".",1000,".",106.00758,-1,5.02121,162,"Promoter (<=1kb)",17,39668463,39670090,1628,1,"5409","ENST00000581428.1",0,"ENSG00000141744","PNMT","phenylethanolamine N-methyltransferase"
"chr12",93396817,93397166,350,"*",".",1000,".",105.99072,-1,5.02121,175,"Intron (ENST00000337179.9/11163, intron 3 of 4)",12,93378654,93399329,20676,1,"11163","ENST00000546925.1",18163,"ENSG00000173598","NUDT4","nudix hydrolase 4"
"chr5",94908957,94909224,268,"*",".",1000,".",105.9896,-1,5.02121,115,"Intron (ENST00000515393.6/79772, intron 10 of 22)",5,94706591,94929701,223111,2,"79772","ENST00000505078.5",20477,"ENSG00000175471","MCTP1","multiple C2 and transmembrane domain containing 1"
"chr14",72104041,72104338,298,"*",".",1000,".",105.98578,-1,5.02121,153,"Intron (ENST00000553525.6/9628, intron 2 of 17)",14,72144874,72164655,19782,2,"124903343","ENST00000819220.1",60317,NA,"LOC124903343","uncharacterized LOC124903343"
"chr15",53197342,53197649,308,"*",".",1000,".",105.97797,-1,5.02121,164,"Exon (ENST00000780976.1/107983981, exon 4 of 4)",15,53160499,53211107,50609,1,"107983981","ENST00000780988.1",36843,"ENSG00000259237","LOC107983981","uncharacterized LOC107983981"
"chr16",4328177,4328514,338,"*",".",1000,".",105.94761,-1,5.02121,170,"Promoter (<=1kb)",16,4323795,4328371,4577,2,"101926896","ENST00000777335.1",0,"ENSG00000262686","GLIS2-AS1","GLIS2 antisense RNA 1"
"chr14",23576217,23576530,314,"*",".",1000,".",105.94309,-1,5.02121,175,"Promoter (2-3kb)",14,23574951,23578570,3620,2,"84502","ENST00000553505.1",2040,"ENSG00000092051","JPH4","junctophilin 4"
"chr20",13820163,13820517,355,"*",".",1000,".",105.92924,-1,5.02121,199,"3' UTR",20,13816658,13817228,571,1,"79133","ENST00000486772.1",3505,"ENSG00000101247","NDUFAF5","NADH:ubiquinone oxidoreductase complex assembly factor 5"
"chr11",85941349,85941659,311,"*",".",1000,".",105.90719,-1,5.02121,162,"Distal Intergenic",11,85958811,85977005,18195,2,"8301","ENST00000526548.3",35346,"ENSG00000073921","PICALM","phosphatidylinositol binding clathrin assembly protein"
"chr14",74459563,74459905,343,"*",".",1000,".",105.90427,-1,5.02121,184,"Distal Intergenic",14,74474007,74474864,858,2,"646658","ENST00000556370.1",14959,"ENSG00000183379","SYNDIG1L","synapse differentiation inducing 1 like"
"chr13",40777197,40777671,475,"*",".",1000,".",105.87251,-1,5.02121,198,"Distal Intergenic",13,40729128,40771190,42063,2,"10240","ENST00000323563.8",-6007,"ENSG00000102738","MRPS31","mitochondrial ribosomal protein S31"
"chr10",89563931,89564238,308,"*",".",1000,".",105.86614,-1,5.02121,143,"Distal Intergenic",10,89462503,89556641,94139,2,"387700","ENST00000475682.1",-7290,"ENSG00000152779","SLC16A12","solute carrier family 16 member 12"
"chr1",179706343,179706683,341,"*",".",1000,".",105.86047,-1,5.02121,175,"Intron (ENST00000837488.1/105371635, intron 2 of 2)",1,179727419,179742703,15285,1,"128071543","ENST00000837369.1",-20736,"ENSG00000243062","LOC128071543","uncharacterized LOC128071543"
"chr15",37995740,37996038,299,"*",".",1000,".",105.85787,-1,5.02121,138,"Promoter (2-3kb)",15,37993409,38025018,31610,1,"145942","ENST00000559992.5",2331,"ENSG00000166069","TMCO5A","transmembrane and coiled-coil domains 5A"
"chr6",106446277,106446599,323,"*",".",1000,".",105.85431,-1,5.02121,140,"Intron (ENST00000633556.3/202, intron 1 of 21)",6,106451496,106457286,5791,2,"105377924","ENST00000632749.2",10687,"ENSG00000282408","LOC105377924","uncharacterized LOC105377924"
"chr2",87341630,87341906,277,"*",".",1000,".",105.8444,-1,5.02121,109,"Intron (ENST00000664547.2/105374848, intron 1 of 2)",2,87344925,87347330,2406,2,"124907854","ENST00000849240.1",5424,NA,"LOC124907854","uncharacterized LOC124907854"
"chr6",11068956,11069333,378,"*",".",1000,".",105.84181,-1,5.02121,209,"Intron (ENST00000661751.2/100506409, intron 2 of 2)",6,11044757,11048350,3594,1,"100506409","ENST00000762557.1",24199,"ENSG00000230314","ELOVL2-AS1","ELOVL2 antisense RNA 1"
"chr12",49636935,49637228,294,"*",".",1000,".",105.84104,-1,5.02121,151,"Promoter (<=1kb)",12,49637557,49642304,4748,1,"25766","ENST00000548399.1",-329,"ENSG00000110844","PRPF40B","pre-mRNA processing factor 40B"
"chr6",6131556,6131894,339,"*",".",1000,".",105.83771,-1,5.02121,176,"Distal Intergenic",6,6169334,6169409,76,1,"100847034","ENST00000636514.1",-37440,"ENSG00000283616","MIR5683","microRNA 5683"
"chr11",22244997,22245301,305,"*",".",1000,".",105.83573,-1,5.02121,169,"Intron (ENST00000648804.1/203859, intron 11 of 23)",11,22250039,22255675,5637,1,"203859","ENST00000682089.1",-4738,"ENSG00000171714","ANO5","anoctamin 5"
"chr11",113796714,113797033,320,"*",".",1000,".",105.82617,-1,5.02121,152,"Distal Intergenic",11,113798979,113801701,2723,2,"57646","ENST00000544272.1",4668,"ENSG00000048028","USP28","ubiquitin specific peptidase 28"
"chr6",148746587,148746861,275,"*",".",1000,".",105.8254,-1,5.02121,122,"Promoter (<=1kb)",6,148735871,148746703,10833,2,"124901425","ENST00000842878.1",0,NA,"LOC124901425","uncharacterized LOC124901425"
"chr1",74771963,74772259,297,"*",".",1000,".",105.81148,-1,5.02121,153,"Distal Intergenic",1,74763893,74766678,2786,1,"127253","ENST00000467646.1",8070,"ENSG00000162623","TYW3","tRNA-yW synthesizing protein 3 homolog"
"chr3",32177892,32178240,349,"*",".",1000,".",105.7983,-1,5.02121,174,"Distal Intergenic",3,32158757,32165888,7132,1,"23171","ENST00000496151.1",19135,"ENSG00000152642","GPD1L","glycerol-3-phosphate dehydrogenase 1 like"
"chr19",18419330,18419715,386,"*",".",1000,".",105.78424,-1,5.02121,185,"Promoter (<=1kb)",19,18419336,18434562,15227,1,"170463","ENST00000348495.10",0,"ENSG00000130511","SSBP4","single stranded DNA binding protein 4"
"chr11",124746600,124746874,275,"*",".",1000,".",105.78139,-1,5.02121,145,"3' UTR",11,124748106,124752193,4088,2,"23584","ENST00000403470.1",5319,"ENSG00000019102","VSIG2","V-set and immunoglobulin domain containing 2"
